gene_id	gene_description	pathway	topic_ecosystem	category	subcategory
BAC0211	mdtB/yegN;MDTB_ECOLI Multidrug resistance protein MdtB OS=Escherichia coli (strain K12) GN=mdtB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0647	mdtC;D0ZNE0_SALT1 Multidrug resistance protein MdtC OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=yegO PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0212	mdtC/yegO;MDTC_ECOLI Multidrug resistance protein MdtC OS=Escherichia coli (strain K12) GN=mdtC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0213	mdtE/yhiU;MDTE_ECOLI Multidrug resistance protein MdtE OS=Escherichia coli (strain K12) GN=mdtE PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0214	mdtF/yhiV;MDTF_ECOLI Multidrug resistance protein MdtF OS=Escherichia coli (strain K12) GN=mdtF PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0215	mdtG/yceE;MDTG_ECOLI Multidrug resistance protein MdtG OS=Escherichia coli (strain K12) GN=mdtG PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0216	mdtI/ydgE;MDTI_ECOLI Spermidine export protein MdtI OS=Escherichia coli (strain K12) GN=mdtI PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0217	mdtJ/ebrB/ydgF;MDTJ_SHISS Spermidine export protein MdtJ OS=Shigella sonnei (strain Ss046) GN=mdtJ PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0218	mdtK/ydhE;MDTK_ECOLI Multidrug resistance protein MdtK OS=Escherichia coli (strain K12) GN=mdtK PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0219	mdtM/yjiO;MDTM_ECOLI Multidrug resistance protein MdtM OS=Escherichia coli (strain K12) GN=mdtM PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0220	mdtN/yjcR;MDTN_ECOLI Multidrug resistance protein MdtN OS=Escherichia coli (strain K12) GN=mdtN PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0221	mepA;MEPA_STAAN Multidrug export protein MepA OS=Staphylococcus aureus (strain N315) GN=mepA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0222	mepB;MEPB_PSEPU Multidrug/solvent efflux pump membrane transporter MepB OS=Pseudomonas putida GN=mepB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0223	mepC;MEPC_PSEPU Multidrug/solvent efflux pump outer membrane protein MepC OS=Pseudomonas putida GN=mepC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0224	merA;MERA_BACCE Mercuric reductase OS=Bacillus cereus GN=merA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0648	merA;MERA_SERMA Mercuric reductase (Fragments) OS=Serratia marcescens GN=merA PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0649	merA;E3VST6_9FLAO MerA OS=Tenacibaculum discolor GN=merA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0650	merA;O08449_9PSED Mercuric reductase OS=Pseudomonas sp. K-62 GN=merA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0651	merA;MERA_STAAU Mercuric reductase OS=Staphylococcus aureus GN=merA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0652	merA;O66017_PSEST MerA OS=Pseudomonas stutzeri GN=merA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0653	merA;Q934S5_THIFE Mercuric ion reductase OS=Thiobacillus ferrooxidans GN=merA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0657	merB;O07303_9PSED Alkylmercury lyase OS=Pseudomonas sp. K-62 GN=merB PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0658	merB;MERB_STAAU Alkylmercury lyase OS=Staphylococcus aureus GN=merB PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0659	merB;MERB_SERMA Alkylmercury lyase OS=Serratia marcescens GN=merB PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0660	merB;Q52396_PSEST Organomercurial lyase OS=Pseudomonas stutzeri GN=merB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0654	merB1;MERB_BACCE Alkylmercury lyase OS=Bacillus cereus GN=merB1 PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0663	merB1;Q9XDX3_BACME MerB1 (Fragment) OS=Bacillus megaterium GN=merB1 PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0655	merB2;Q9WWL2_BACSR Organic mercuric lyase MerB2 OS=Bacillus sp. (strain RC607) GN=merB2 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0661	merB2;Q7DJN2_BACME MerB2 OS=Bacillus megaterium GN=merB2 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0656	merB3;Q7DHE7_BACCE Organomercurial lyase enzyme OS=Bacillus cereus GN=merB3 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0662	merB3;Q9RHR0_BACME MerB3 OS=Bacillus megaterium GN=merB3 PE=4 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0664	merC;O66048_PSEST MerC OS=Pseudomonas stutzeri GN=merC PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0226	merC;MERC_THIFE Mercuric resistance protein MerC OS=Thiobacillus ferrooxidans GN=merC PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0665	merD;O66022_PSEST Mercury operon coregulator protein OS=Pseudomonas stutzeri GN=merD PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0666	merD;O66018_PSEST MerD OS=Pseudomonas stutzeri GN=merD PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0227	merD;MERD_PSEAI HTH-type transcriptional regulator MerD OS=Pseudomonas aeruginosa GN=merD PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0667	merD;MERD_SERMA HTH-type transcriptional regulator MerD OS=Serratia marcescens GN=merD PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0668	"merD;Q5NUV1_RALME MerD from Tn4378	 regulatory protein involved in Hg(II) resistance OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=merD PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0669	merD;Q9Z3Y7_9PSED MerD OS=Pseudomonas sp. K-62 GN=merD PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0670	merE;Q52104_9ZZZZ Uncharacterized protein OS=Plasmid pDU1358 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0671	merE;Q79BG5_PSEST Urf1 OS=Pseudomonas stutzeri GN=urf1 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0672	merE;Q79BE4_PSEST Urf1 OS=Pseudomonas stutzeri PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0673	merE;MERE_PSEAI Uncharacterized mercuric resistance protein MerE OS=Pseudomonas aeruginosa GN=merE PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0228	merF;Q2QCN0_9PSED MerF OS=Pseudomonas sp. CT14 GN=merF PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0229	merG;O07302_9PSED Mercuric resistance protein OS=Pseudomonas sp. K-62 GN=merG PE=4 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0230	"merH;B2I419_MYCMM Mercuric ion transport protein	 MerH OS=Mycobacterium marinum (strain ATCC BAA-535 / M) GN=merH PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0674	merP;Q934S6_THIFE Periplasmic mercuric ion binding protein OS=Thiobacillus ferrooxidans GN=merP PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0231	merP;MERP_SERMA Mercuric transport protein periplasmic component OS=Serratia marcescens GN=merP PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0675	merP;O07301_9PSED Mercuric transport protein periplasmic component OS=Pseudomonas sp. K-62 GN=merP PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0676	merP;Q7DHE4_BACCE Mercury-binding protein OS=Bacillus cereus GN=merP PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0677	merP;H6WCN4_9FLAO MerP OS=Tenacibaculum discolor GN=merP PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0678	merP;O66016_PSEST MerP OS=Pseudomonas stutzeri GN=merP PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0679	merP;O66047_PSEST Mercury transport protein OS=Pseudomonas stutzeri GN=merP PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0680	merR;MERR_STAAU Mercuric resistance operon regulatory protein OS=Staphylococcus aureus GN=merR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0232	merR;MERR_PSEAI Mercuric resistance operon regulatory protein OS=Pseudomonas aeruginosa GN=merR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0685	merR;H6WCN2_9FLAO MerR OS=Tenacibaculum discolor GN=merR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0686	merR;MERR_SERMA Mercuric resistance operon regulatory protein OS=Serratia marcescens GN=merR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0687	merR;Q79BG7_PSEST MerR OS=Pseudomonas stutzeri GN=merR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0689	merR;Q934S8_THIFE Mer operon regulatory protein OS=Thiobacillus ferrooxidans GN=merR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0682	merR1;MERR_BACCE Mercuric resistance operon regulatory protein OS=Bacillus cereus GN=merR1 PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0683	merR1;O07300_9PSED Mercuric resistance operon regulatory protein OS=Pseudomonas sp. K-62 GN=merR1 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0681	merR2;Q9WWL1_BACSR Mercury resistance operon negative regulator MerR2 OS=Bacillus sp. (strain RC607) GN=merR2 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0684	merR2;Q7DKL2_9PSED MerR2 OS=Pseudomonas sp. K-62 GN=merR2 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0688	merR2;Q79B70_PSEST Organomercurial resistance regulatory protein OS=Pseudomonas stutzeri GN=merR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0690	merT;Q934S7_THIFE Mercuric ion transport protein OS=Thiobacillus ferrooxidans GN=merT PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0691	merT;Q52397_PSEST Mercury transport protein OS=Pseudomonas stutzeri GN=merT PE=4 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0692	merT;Q79BG6_PSEST MerT OS=Pseudomonas stutzeri GN=merT PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0693	merT;Q79F00_9PSED Mercuric transport protein OS=Pseudomonas sp. K-62 GN=merT PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0233	merT;MERT_ALCSP Mercuric transport protein OS=Alcaligenes sp. GN=merT PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0695	merT;MERT_SERMA Mercuric transport protein OS=Serratia marcescens GN=merT PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0696	merT;MERT_STAAU Mercuric transport protein OS=Staphylococcus aureus GN=merT PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0697	merT;Q7DHE5_BACCE Mercury transport protein OS=Bacillus cereus GN=merT PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0694	merT-P;H6WCN3_9FLAO MerT-P OS=Tenacibaculum discolor GN=merT-P PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0234	mexA;MEXA_PSEAE Multidrug resistance protein MexA OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=mexA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0235	mexB;MEXB_PSEAE Multidrug resistance protein MexB OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=mexB PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0236	mexC;Q51395_PSEAI Membrane fusion protein MexC OS=Pseudomonas aeruginosa GN=mexC PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0237	mexD;Q51396_PSEAI RND family exporter MexD OS=Pseudomonas aeruginosa GN=mexD PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0238	mexE;Q1IB41_PSEE4 Multidrug efflux RND membrane fusion protein MexE OS=Pseudomonas entomophila (strain L48) GN=mexE PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0239	"mexF;Q4KBN7_PSEF5 Multidrug efflux RND transporter	 permease protein MexF OS=Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477) GN=mexF PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0240	mexI;Q9HWH4_PSEAE Probable Resistance-Nodulation-Cell Division (RND) efflux transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=mexI PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0241	mexJ;Q9HXW3_PSEAE Probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA3677 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0242	mexK;Q9HXW4_PSEAE Probable Resistance-Nodulation-Cell Division (RND) efflux transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA3676 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0243	mexR;MEXR_PSEAE Multidrug resistance operon repressor OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=mexR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0244	mexT;O87785_PSEAI MexT protein OS=Pseudomonas aeruginosa GN=mexT PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0245	mexV;Q9HW28_PSEAE Probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA4374 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0246	mexW;Q9HW27_PSEAE Probable Resistance-Nodulation-Cell Division (RND) efflux transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA4375 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0247	mexX;Q9ZNG9_PSEAI MexX OS=Pseudomonas aeruginosa GN=mexX PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0248	mexY;Q9ZNG8_PSEAI MexY OS=Pseudomonas aeruginosa GN=mexY PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0642	"mgtA;ATMA_SALTY Magnesium-transporting ATPase	 P-type 1 OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=mgtA PE=2 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0087	"mgtA;ATMA_ECOLI Magnesium-transporting ATPase	 P-type 1 OS=Escherichia coli (strain K12) GN=mgtA PE=1 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0480	"mmco;O53858_MYCTU Copper-binding protein	 putative OS=Mycobacterium tuberculosis GN=MT0869 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0249	mmR;MMR_MYCTU Multidrug resistance protein mmr OS=Mycobacterium tuberculosis GN=mmr PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0250	mntA/ytgA;MNTA_BACSU Manganese-binding lipoprotein MntA OS=Bacillus subtilis (strain 168) GN=mntA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0251	mntH/yfeP;MNTH_ECOLI Divalent metal cation transporter MntH OS=Escherichia coli (strain K12) GN=mntH PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0252	mntP/yebN;MNTP_ECOLI Probable manganese efflux pump MntP OS=Escherichia coli (strain K12) GN=mntP PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0253	mntR;MNTR_ECOLI Transcriptional regulator MntR OS=Escherichia coli (strain K12) GN=mntR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0598	"modA;Q72FN6_DESVH Molybdenum ABC transporter	 periplasmic molybdenum-binding protein OS=Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303) GN=modA PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0609	modA;MODA_ECOLI Molybdate-binding periplasmic protein OS=Escherichia coli (strain K12) GN=modA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0599	"modB;Q72FN2_DESVH Molybdenum ABC transporter	 permease protein OS=Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303) GN=modB PE=3 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0610	modB;MODB_ECOLI Molybdenum transport system permease protein ModB OS=Escherichia coli (strain K12) GN=modB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0600	"modC;Q72FN3_DESVH Molybdenum ABC transporter	 ATP-binding protein OS=Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303) GN=modC PE=3 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0611	modC;MODC_ECOLI Molybdenum import ATP-binding protein ModC OS=Escherichia coli (strain K12) GN=modC PE=3 SV=4	engineered systems	engineered systems	BactMet	biocide resistance
BAC0608	modE;MODE_ECOLI Transcriptional regulator ModE OS=Escherichia coli (strain K12) GN=modE PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0254	"mrdH;Q88IN1_PSEPK Membrane protein	 putative OS=Pseudomonas putida (strain KT2440) GN=PP_2968 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0255	mreA;Q88IN0_PSEPK Putative uncharacterized protein OS=Pseudomonas putida (strain KT2440) GN=PP_2969 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0256	mtrA;Q9WW32_NEIGO MtrA OS=Neisseria gonorrhoeae GN=mtrA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0257	mtrC;MTRC_NEIGO Membrane fusion protein MtrC OS=Neisseria gonorrhoeae GN=mtrC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0258	mtrD;Q5F725_NEIG1 Antibiotic resistance efflux pump component OS=Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090) GN=NGO1364 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0259	mtrE;B4RN86_NEIG2 MtrE OS=Neisseria gonorrhoeae (strain NCCP11945) GN=NGK_1596 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0260	mtrF;B4RN92_NEIG2 Antibiotic resistance efflux pump component OS=Neisseria gonorrhoeae (strain NCCP11945) GN=NGK_1602 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
